product_id,product_brand,product_name,Price
43,Club,Club Low Fat Cottage Cheese,1.67
44,Club,Club Low Fat Sour Cream,2.93
45,Club,Club Sour Cream,0.53
46,Club,Club Jack Cheese,3.44
47,Club,Club Muenster Cheese,2.57
48,Club,Club String Cheese,1.88
49,Club,Club Low Fat String Cheese,3.38
50,Club,Club Havarti Cheese,3.95
51,Club,Club Head Cheese,1.47
52,Club,Club Cheese Spread,2.17
53,Club,Club Sharp Cheddar Cheese,3.61
54,Club,Club Mild Cheddar Cheese,2.93
55,Club,Club Large Curd Cottage Cheese,3.5
56,Club,Club 2% Milk,0.71
57,Club,Club Buttermilk,0.61
58,Club,Club Chocolate Milk,2.31
59,Club,Club 1% Milk,1.4
60,Club,Club Whole Milk,2.66
61,Club,Club Strawberry Yogurt,0.74
62,Club,Club Blueberry Yogurt,3.82
63,Red Spade,Red Spade Chicken Hot Dogs,2.95
64,Red Spade,Red Spade Pimento Loaf,1.61
65,Red Spade,Red Spade Beef Bologna,3.76
66,Red Spade,Red Spade Low Fat Bologna,3.44
67,Red Spade,Red Spade Turkey Hot Dogs,1.86
68,Red Spade,Red Spade Foot-Long Hot Dogs,3.56
69,Red Spade,Red Spade Low Fat Cole Slaw,3.1
70,Red Spade,Red Spade Cole Slaw,0.97
71,Red Spade,Red Spade Roasted Chicken,2.76
72,Red Spade,Red Spade Corned Beef,2.74
73,Red Spade,Red Spade Sliced Turkey,2.33
74,Red Spade,Red Spade Sliced Ham,1.57
75,Red Spade,Red Spade Potato Salad,0.68
76,Red Spade,Red Spade Sliced Chicken,1.69
77,Blue Medal,Blue Medal Small Brown Eggs,2.8
78,Blue Medal,Blue Medal Large Brown Eggs,2.19
79,Blue Medal,Blue Medal Small Eggs,1.32
80,Blue Medal,Blue Medal Large Eggs,3.63
81,Blue Medal,Blue Medal Egg Substitute,2.13
82,Golden,Golden Low Fat Waffles,2.7
83,Golden,Golden Orange Popsicles,3.88
84,Golden,Golden Frozen Chicken Breast,2.81
85,Golden,Golden Frozen Pancakes,1.36
86,Golden,Golden Low Fat French Fries,2.97
87,Golden,Golden Frozen Sausage Pizza,1.78
88,Golden,Golden Blueberry Waffles,0.86
89,Golden,Golden Fajita French Fries,1.59
90,Golden,Golden Waffles,0.77
91,Golden,Golden Frozen Pepperoni Pizza,2.68
92,Golden,Golden Frozen Cheese Pizza,0.83
93,Golden,Golden Frozen Mushroom Pizza,0.96
94,Golden,Golden Apple Cinnamon Waffles,0.62
95,Golden,Golden Frozen Carrots,1.46
96,Golden,Golden Turkey TV Dinner,2.11
97,Golden,Golden Chicken TV Dinner,0.59
98,Golden,Golden Beef TV Dinner,1.83
99,Golden,Golden Pancake Mix,2.36
100,Golden,Golden Grape Popsicles,1.95
101,Golden,Golden Home Style French Fries,0.72
102,Golden,Golden Lime Popsicles,2.45
103,Golden,Golden Ice Cream,0.95
104,Golden,Golden Ice Cream Sandwich,3.89
105,Golden,Golden Frozen Cauliflower,3.72
106,Golden,Golden Frozen Broccoli,2.96
107,Golden,Golden Frozen Corn,1.81
108,Golden,Golden Frozen Peas,2.19
109,Golden,Golden Popsicles,3.95
110,Golden,Golden Frozen Chicken Thighs,2.35
111,Golden,Golden Frozen Chicken Wings,3.48
112,Golden,Golden Lemon Popsicles,1.13
113,Faux Products,Faux Products Silky Smooth Hair Conditioner,2.29
114,Faux Products,Faux Products Tartar Control Toothpaste,0.92
115,Faux Products,Faux Products Whitening Toothpast,0.65
116,Faux Products,Faux Products Toothpaste,3.97
117,Faux Products,Faux Products Deodorant,2.75
118,Faux Products,Faux Products Conditioning Shampoo,1.48
119,Faux Products,Faux Products Extra Moisture Shampoo,2.28
120,Faux Products,Faux Products Angled Toothbrush,2.26
121,Faux Products,Faux Products Apricot Shampoo,2.98
122,Faux Products,Faux Products Childrens Aspirin,1.99
123,Faux Products,Faux Products Buffered Aspirin,3.84
124,Faux Products,Faux Products 200 MG Ibuprofen,1.21
125,Faux Products,Faux Products 200 MG Acetominifen,2.32
126,Faux Products,Faux Products HCL Nasal Spray,1.61
127,Faux Products,Faux Products Dishwasher Detergent,1.74
128,Faux Products,Faux Products Multi-Symptom Cold Remedy,0.53
129,Faux Products,Faux Products Childrens Cold Remedy,1.55
130,Faux Products,Faux Products Laundry Detergent,2.23
131,Faux Products,Faux Products Mint Mouthwash,2.4
132,Denny,Denny 60 Watt Lightbulb,1.92
133,Denny,Denny Plastic Forks,0.7
134,Denny,Denny Plastic Spoons,2.43
135,Denny,Denny Plastic Knives,3.89
136,Denny,Denny C-Size Batteries,3.87
137,Denny,Denny 100 Watt Lightbulb,3.7
138,Denny,Denny AAA-Size Batteries,2.7
139,Denny,Denny Paper Plates,1.79
140,Denny,Denny Paper Cups,1.82
141,Denny,Denny 75 Watt Lightbulb,3.93
142,Denny,Denny Toilet Bowl Cleaner,2.32
143,Denny,Denny Counter Cleaner,2.46
144,Denny,Denny Glass Cleaner,0.51
145,Denny,Denny 25 Watt Lightbulb,2.27
146,Denny,Denny AA-Size Batteries,3.83
147,Denny,Denny D-Size Batteries,0.64
148,Denny,Denny Paper Towels,3.95
149,Denny,Denny Soft Napkins,2.49
150,Denny,Denny Scented Tissue,3.45
151,Denny,Denny Toilet Paper,2.91
152,Denny,Denny Tissues,2.89
153,Denny,Denny Scented Toilet Tissue,2.72
154,Denny,Denny Room Freshener,1.96
155,Denny,Denny Frying Pan,3.81
156,Denny,Denny Copper Cleaner,0.55
157,Denny,Denny Bees Wax Candles,2.95
158,Denny,Denny Silver Cleaner,1.58
159,Denny,Denny Copper Pot Scrubber,1.71
160,Denny,Denny Economy Toilet Brush,2.13
161,Denny,Denny Scissors,1.52
162,Denny,Denny Large Sponge,2.85
163,Denny,Denny Screw Driver,2.38
164,Ship Shape,Ship Shape Extra Lean Hamburger,2.97
165,Ship Shape,Ship Shape Seasoned Hamburger,1.75
166,Robust,Robust Monthly Sports Magazine,2.47
167,Robust,Robust Monthly Auto Magazine,0.6
168,Robust,Robust Monthly Computer Magazine,1.26
169,Robust,Robust Monthly Home Magazine,1.98
170,Robust,Robust Monthly Fashion Magazine,3.2
171,High Top,High Top Summer Squash,2.95
172,High Top,High Top Corn on the Cob,3.32
173,High Top,High Top Asparagus,1.43
174,High Top,High Top Sweet Peas,1.71
175,High Top,High Top New Potatos,3.85
176,High Top,High Top Beets,2.27
177,High Top,High Top Prepared Salad,1.66
178,High Top,High Top Onions,1.33
179,High Top,High Top Green Pepper,2.75
180,High Top,High Top Shitake Mushrooms,0.69
181,High Top,High Top Lettuce,0.93
182,High Top,High Top Elephant Garlic,1.84
183,High Top,High Top Red Pepper,2.41
184,High Top,High Top Garlic,3.4
185,High Top,High Top Potatos,0.57
186,High Top,High Top Cauliflower,2.23
187,High Top,High Top Tomatos,1.32
188,High Top,High Top Mushrooms,2.58
189,High Top,High Top Baby Onion,3.45
190,High Top,High Top Dried Mushrooms,3.74
191,High Top,High Top Fresh Lima Beans,2.87
192,High Top,High Top Squash,1.52
193,High Top,High Top Limes,3.68
194,High Top,High Top Firm Tofu,3.36
195,High Top,High Top Almonds,1.77
196,High Top,High Top Macintosh Apples,2.47
197,High Top,High Top Golden Delcious Apples,2.91
198,High Top,High Top Red Delcious Apples,0.92
199,High Top,High Top Lemons,1.67
200,High Top,High Top Fancy Plums,2.65
201,High Top,High Top Plums,2.25
202,High Top,High Top Peaches,1.49
203,High Top,High Top Broccoli,0.63
204,High Top,High Top Mandarin Oranges,1.6
205,High Top,High Top Mixed Nuts,2.71
206,High Top,High Top Canned Peanuts,2.11
207,High Top,High Top Sweet Onion,1.24
208,High Top,High Top Cantelope,2.47
209,High Top,High Top Honey Dew,1.87
210,High Top,High Top Fuji Apples,1.54
211,High Top,High Top Walnuts,2.72
212,High Top,High Top Oranges,1.66
213,High Top,High Top Tangerines,0.56
214,High Top,High Top Party Nuts,2.82
215,Tip Top,Tip Top Lox,0.79
216,Tip Top,Tip Top Scallops,3.6
217,Best Choice,Best Choice Low Fat Cookies,0.68
218,Best Choice,Best Choice BBQ Potato Chips,3.44
219,Best Choice,Best Choice Corn Chips,2.52
220,Best Choice,Best Choice Low Fat BBQ Chips,2.55
221,Best Choice,Best Choice Sugar Cookies,3.66
222,Best Choice,Best Choice Chocolate Chip Cookies,3.95
223,Best Choice,Best Choice Fudge Cookies,3.19
224,Best Choice,Best Choice Fudge Brownies,1.73
225,Best Choice,Best Choice Potato Chips,3.89
226,Best Choice,Best Choice Lemon Cookies,0.76
227,Best Choice,Best Choice Graham Crackers,1.98
228,Best Choice,Best Choice Cheese Crackers,0.82
229,Best Choice,Best Choice Buttered Popcorn,2.23
230,Best Choice,Best Choice No Salt Popcorn,1.19
231,Best Choice,Best Choice Low Fat Popcorn,2.65
232,Best Choice,Best Choice Salsa Dip,2.63
233,Best Choice,Best Choice Avocado Dip,2.46
234,Best Choice,Best Choice Salted Pretzels,2.7
235,Best Choice,Best Choice Cheese Dip,3.55
236,Best Choice,Best Choice Fondue Mix,1.81
237,Best Choice,Best Choice Mini Donuts,2.68
238,Best Choice,Best Choice Beef Jerky,1.97
239,Best Choice,Best Choice Chocolate Donuts,2.21
240,Best Choice,Best Choice Low Fat Chips,0.86
241,Best Choice,Best Choice Sesame Crackers,2.91
242,Best Choice,Best Choice Frosted Cookies,2.59
243,Best Choice,Best Choice Dried Apples,2.11
244,Best Choice,Best Choice Apple Fruit Roll,2.7
245,Best Choice,Best Choice Strawberry Fruit Roll,1.49
246,Best Choice,Best Choice Raspberry Fruit Roll,3.21
247,Best Choice,Best Choice Grape Fruit Roll,1.78
248,Best Choice,Best Choice Dried Dates,0.86
249,Best Choice,Best Choice Raisins,1.59
250,Best Choice,Best Choice Golden Raisins,2.59
251,Best Choice,Best Choice Dried Apricots,2.44
252,Best Choice,Best Choice Frosted Donuts,2.71
253,Choice,Choice Tasty Candy Bar,0.89
254,Choice,Choice Mint Chocolate Bar,0.56
255,Choice,Choice Malted Milk Balls,0.64
256,Choice,Choice Semi-Sweet Chocolate Bar,2.65
257,Choice,Choice Bubble Gum,0.53
258,Choice,Choice Spicy Mints,1.72
259,Choice,Choice Mints,1.9
260,Choice,Choice White Chocolate Bar,1.84
261,Medalist,Medalist Ravioli,3.38
262,Medalist,Medalist Manicotti,1.34
263,Medalist,Medalist Spaghetti,3.8
264,Medalist,Medalist Thai Rice,2.78
265,Medalist,Medalist Rice Medly,3.61
266,Good,Good Imported Beer,1.62
267,Good,Good Light Wine,0.83
268,Good,Good Chardonnay Wine,1.73
269,Good,Good Chablis Wine,2.84
270,Good,Good Merlot Wine,2.24
271,Good,Good Chardonnay,2.37
272,Good,Good White Zinfandel Wine,3.91
273,Good,Good Light Beer,2.18
274,Great,Great Pumpernickel Bread,3.74
275,Great,Great White Bread,3.27
276,Great,Great Rye Bread,3.86
277,Great,Great English Muffins,2.41
278,Great,Great Cranberry Muffins,3.36
279,Great,Great Muffins,2.82
280,Great,Great Bagels,1.81
281,Great,Great Blueberry Muffins,2.63
282,Great,Great Wheat Bread,0.93
283,Super,Super Sesame Oil,2.73
284,Super,Super Chunky Peanut Butter,0.99
285,Super,Super Hot Chocolate,1.86
286,Super,Super Brown Sugar,1.42
287,Super,Super White Sugar,1.56
288,Super,Super French Roast Coffee,2.86
289,Super,Super Decaf Coffee,1.37
290,Super,Super Regular Coffee,1.7
291,Super,Super Vegetable Oil,2.22
292,Super,Super Corn Oil,1.81
293,Super,Super Tomato Sauce,1.6
294,Super,Super Canola Oil,1.32
295,Super,Super Grape Preserves,3.12
296,Super,Super Columbian Coffee,0.5
297,Super,Super Strawberry Jelly,0.9
298,Super,Super Pepper,2.83
299,Super,Super Low Fat Apple Butter,1.68
300,Super,Super Salt,2.94
301,Super,Super Apple Butter,0.53
302,Super,Super Oregano,3.45
303,Super,Super Apple Jelly,2.58
304,Super,Super Grape Jam,1.89
305,Super,Super Apple Jam,3.39
306,Super,Super Strawberry Jam,3.96
307,Super,Super Creamy Peanut Butter,1.48
308,Super,Super Strawberry Preserves,2.18
309,Super,Super Extra Chunky Peanut Butter,3.62
310,Super,Super Apple Preserves,0.76
311,Super,Super Grape Jelly,2.15
312,Excellent,Excellent Berry Juice,2.13
313,Excellent,Excellent Mango Drink,2.85
314,Excellent,Excellent Strawberry Drink,1.85
315,Excellent,Excellent Cream Soda,0.96
316,Excellent,Excellent Diet Soda,1.31
317,Excellent,Excellent Cola,2.18
318,Excellent,Excellent Diet Cola,2.47
319,Excellent,Excellent Orange Juice,1.6
320,Excellent,Excellent Cranberry Juice,3.26
321,Excellent,Excellent Apple Juice,2.41
322,Excellent,Excellent Apple Drink,2.98
323,Best,Best Oatmeal,3.5
324,Best,Best Corn Puffs,1.97
325,Best,Best Wheat Puffs,1.51
326,Best,Best Grits,2.47
327,Better,Better Canned Beets,0.6
328,Better,Better Creamed Corn,1.26
329,Better,Better Canned String Beans,1.74
330,Better,Better Chicken Soup,3.98
331,Better,Better Canned Yams,2.83
332,Better,Better Vegetable Soup,2.21
333,Better,Better Canned Tomatos,1.32
334,Better,Better Noodle Soup,0.78
335,Better,Better Regular Ramen Soup,3.74
336,Better,Better Chicken Noodle Soup,1.15
337,Better,Better Turkey Noodle Soup,0.75
338,Better,Better Beef Soup,0.57
339,Better,Better Canned Peas,1.4
340,Better,Better Chicken Ramen Soup,0.63
341,Better,Better Canned Tuna in Water,2.77
342,Better,Better Canned Tuna in Oil,1.5
343,Better,Better Large Canned Shrimp,2.3
344,Better,Better Fancy Canned Anchovies,2.28
345,Better,Better Fancy Canned Clams,2.11
346,Better,Better Fancy Canned Oysters,2.12
347,Better,Better Fancy Canned Sardines,1.2
348,Better,Better Rice Soup,1.23
349,Swell,Swell Canned Mixed Fruit,2.34
350,Swell,Swell Canned Peaches,1.63
351,ADJ,ADJ Rosy Sunglasses,2.76
352,Black Tie,Black Tie Eyeglass Screwdriver,0.67
353,Black Tie,Black Tie City Map,1.57
354,Carlson,Carlson Low Fat Cottage Cheese,2.25
355,Carlson,Carlson Low Fat Sour Cream,0.81
356,Carlson,Carlson Sour Cream,2.36
357,Carlson,Carlson Jack Cheese,1.8
358,Carlson,Carlson Muenster Cheese,3.75
359,Carlson,Carlson String Cheese,1.32
360,Carlson,Carlson Low Fat String Cheese,1.31
361,Carlson,Carlson Havarti Cheese,1.13
362,Carlson,Carlson Head Cheese,3.97
363,Carlson,Carlson Cheese Spread,1.82
364,Carlson,Carlson Sharp Cheddar Cheese,2.2
365,Carlson,Carlson Mild Cheddar Cheese,3.96
366,Carlson,Carlson Large Curd Cottage Cheese,2.36
367,Carlson,Carlson 2% Milk,3.49
368,Carlson,Carlson Buttermilk,1.14
369,Carlson,Carlson Chocolate Milk,2.3
370,Carlson,Carlson 1% Milk,0.92
371,Carlson,Carlson Whole Milk,0.66
372,Carlson,Carlson Strawberry Yogurt,3.98
373,Carlson,Carlson Blueberry Yogurt,2.76
374,Moms,Moms Chicken Hot Dogs,1.49
375,Moms,Moms Pimento Loaf,2.29
376,Moms,Moms Beef Bologna,2.27
377,Moms,Moms Low Fat Bologna,2.1
378,Moms,Moms Turkey Hot Dogs,1.11
379,Moms,Moms Foot-Long Hot Dogs,3.85
380,Moms,Moms Low Fat Cole Slaw,1.22
381,Moms,Moms Cole Slaw,2.33
382,Moms,Moms Roasted Chicken,1.62
383,Moms,Moms Corned Beef,2.75
384,Moms,Moms Sliced Turkey,0.54
385,Moms,Moms Sliced Ham,1.56
386,Moms,Moms Potato Salad,2.23
387,Moms,Moms Sliced Chicken,2.41
388,Urban,Urban Small Brown Eggs,2.35
389,Urban,Urban Large Brown Eggs,1.79
390,Urban,Urban Small Eggs,3.74
391,Urban,Urban Large Eggs,1.31
392,Urban,Urban Egg Substitute,1.3
393,Big Time,Big Time Low Fat Waffles,1.12
394,Big Time,Big Time Orange Popsicles,3.13
395,Big Time,Big Time Frozen Chicken Breast,2.22
396,Big Time,Big Time Frozen Pancakes,3.24
397,Big Time,Big Time Low Fat French Fries,1.35
398,Big Time,Big Time Frozen Sausage Pizza,0.8
399,Big Time,Big Time Blueberry Waffles,0.87
400,Big Time,Big Time Fajita French Fries,1.43
401,Big Time,Big Time Waffles,0.7
402,Big Time,Big Time Frozen Pepperoni Pizza,1.13
403,Big Time,Big Time Frozen Cheese Pizza,1.55
404,Big Time,Big Time Frozen Mushroom Pizza,1.25
405,Big Time,Big Time Apple Cinnamon Waffles,3.69
406,Big Time,Big Time Frozen Carrots,1.64
407,Big Time,Big Time Turkey TV Dinner,3.21
408,Big Time,Big Time Chicken TV Dinner,2.2
409,Big Time,Big Time Beef TV Dinner,3.91
410,Big Time,Big Time Pancake Mix,1.26
411,Big Time,Big Time Grape Popsicles,0.51
412,Big Time,Big Time Home Style French Fries,1.38
413,Big Time,Big Time Lime Popsicles,2.25
414,Big Time,Big Time Ice Cream,2.77
415,Big Time,Big Time Ice Cream Sandwich,2.91
416,Big Time,Big Time Frozen Cauliflower,3.32
417,Big Time,Big Time Frozen Broccoli,2.72
418,Big Time,Big Time Frozen Corn,3.16
419,Big Time,Big Time Frozen Peas,3.57
420,Big Time,Big Time Popsicles,2.27
421,Big Time,Big Time Frozen Chicken Thighs,2.95
422,Big Time,Big Time Frozen Chicken Wings,3.67
423,Big Time,Big Time Lemon Popsicles,1.47
424,Steady,Steady Silky Smooth Hair Conditioner,1.45
425,Steady,Steady Tartar Control Toothpaste,1.28
426,Steady,Steady Whitening Toothpast,0.6
427,Steady,Steady Toothpaste,2.14
428,Steady,Steady Deodorant,0.67
429,Steady,Steady Conditioning Shampoo,1.51
430,Steady,Steady Extra Moisture Shampoo,1.8
431,Steady,Steady Angled Toothbrush,0.96
432,Steady,Steady Apricot Shampoo,2.35
433,Steady,Steady Childrens Aspirin,1.74
434,Steady,Steady Buffered Aspirin,1.42
435,Steady,Steady 200 MG Ibuprofen,2.83
436,Steady,Steady 200 MG Acetominifen,1.53
437,Steady,Steady HCL Nasal Spray,1.97
438,Steady,Steady Dishwasher Detergent,1.93
439,Steady,Steady Multi-Symptom Cold Remedy,3.5
440,Steady,Steady Childrens Cold Remedy,0.67
441,Steady,Steady Laundry Detergent,0.57
442,Steady,Steady Mint Mouthwash,2.24
443,Red Wing,Red Wing 60 Watt Lightbulb,1.33
444,Red Wing,Red Wing Plastic Forks,2.59
445,Red Wing,Red Wing Plastic Spoons,3.46
446,Red Wing,Red Wing Plastic Knives,3.75
447,Red Wing,Red Wing C-Size Batteries,2.88
448,Red Wing,Red Wing 100 Watt Lightbulb,1.54
449,Red Wing,Red Wing AAA-Size Batteries,3.69
450,Red Wing,Red Wing Paper Plates,3.37
451,Red Wing,Red Wing Paper Cups,1.78
452,Red Wing,Red Wing 75 Watt Lightbulb,2.48
453,Red Wing,Red Wing Toilet Bowl Cleaner,2.92
454,Red Wing,Red Wing Counter Cleaner,0.93
455,Red Wing,Red Wing Glass Cleaner,1.68
456,Red Wing,Red Wing 25 Watt Lightbulb,2.67
457,Red Wing,Red Wing AA-Size Batteries,2.26
458,Red Wing,Red Wing D-Size Batteries,1.5
459,Red Wing,Red Wing Paper Towels,0.64
460,Red Wing,Red Wing Soft Napkins,1.61
461,Red Wing,Red Wing Scented Tissue,2.72
462,Red Wing,Red Wing Toilet Paper,2.12
463,Red Wing,Red Wing Tissues,1.25
464,Red Wing,Red Wing Scented Toilet Tissue,3.56
465,Red Wing,Red Wing Room Freshener,2.95
466,Red Wing,Red Wing Frying Pan,2.63
467,Red Wing,Red Wing Copper Cleaner,3.81
468,Red Wing,Red Wing Bees Wax Candles,1.74
469,Red Wing,Red Wing Silver Cleaner,1.29
470,Red Wing,Red Wing Copper Pot Scrubber,2.9
471,Red Wing,Red Wing Economy Toilet Brush,0.83
472,Red Wing,Red Wing Scissors,0.82
473,Red Wing,Red Wing Large Sponge,0.73
474,Red Wing,Red Wing Screw Driver,3.52
475,Quick,Quick Extra Lean Hamburger,2.61
476,Quick,Quick Seasoned Hamburger,3.64
477,Dollar,Dollar Monthly Sports Magazine,0.86
478,Dollar,Dollar Monthly Auto Magazine,2.91
479,Dollar,Dollar Monthly Computer Magazine,2.15
480,Dollar,Dollar Monthly Home Magazine,1.69
481,Dollar,Dollar Monthly Fashion Magazine,2.85
482,Tell Tale,Tell Tale Summer Squash,0.73
483,Tell Tale,Tell Tale Corn on the Cob,1.94
484,Tell Tale,Tell Tale Asparagus,3.64
485,Tell Tale,Tell Tale Sweet Peas,2.19
486,Tell Tale,Tell Tale New Potatos,1.14
487,Tell Tale,Tell Tale Beets,2.6
488,Tell Tale,Tell Tale Prepared Salad,2.59
489,Tell Tale,Tell Tale Onions,2.41
490,Tell Tale,Tell Tale Green Pepper,1.65
491,Tell Tale,Tell Tale Shitake Mushrooms,3.51
492,Tell Tale,Tell Tale Lettuce,1.77
493,Tell Tale,Tell Tale Elephant Garlic,2.64
494,Tell Tale,Tell Tale Red Pepper,1.93
495,Tell Tale,Tell Tale Garlic,1.17
496,Tell Tale,Tell Tale Potatos,0.84
497,Tell Tale,Tell Tale Cauliflower,1.87
498,Tell Tale,Tell Tale Tomatos,2.55
499,Tell Tale,Tell Tale Mushrooms,2.96
500,Tell Tale,Tell Tale Baby Onion,2.66
501,Tell Tale,Tell Tale Dried Mushrooms,1.45
502,Tell Tale,Tell Tale Fresh Lima Beans,3.17
503,Tell Tale,Tell Tale Squash,1.86
504,Tell Tale,Tell Tale Limes,1.84
505,Tell Tale,Tell Tale Firm Tofu,1.67
506,Tell Tale,Tell Tale Almonds,3.68
507,Tell Tale,Tell Tale Macintosh Apples,2.53
508,Tell Tale,Tell Tale Golden Delcious Apples,3.79
509,Tell Tale,Tell Tale Red Delcious Apples,1.9
510,Tell Tale,Tell Tale Lemons,0.61
511,Tell Tale,Tell Tale Fancy Plums,0.68
512,Tell Tale,Tell Tale Plums,2.74
513,Tell Tale,Tell Tale Peaches,0.58
514,Tell Tale,Tell Tale Broccoli,1.81
515,Tell Tale,Tell Tale Mandarin Oranges,1.91
516,Tell Tale,Tell Tale Mixed Nuts,1.85
517,Tell Tale,Tell Tale Canned Peanuts,3.4
518,Tell Tale,Tell Tale Sweet Onion,1.36
519,Tell Tale,Tell Tale Cantelope,3.82
520,Tell Tale,Tell Tale Honey Dew,2.8
521,Tell Tale,Tell Tale Fuji Apples,3.63
522,Tell Tale,Tell Tale Walnuts,1.63
523,Tell Tale,Tell Tale Oranges,1.72
524,Tell Tale,Tell Tale Tangerines,1.74
525,Tell Tale,Tell Tale Party Nuts,2.85
526,Kiwi,Kiwi Lox,2.25
527,Kiwi,Kiwi Scallops,2.38
528,Fast,Fast Low Fat Cookies,0.96
529,Fast,Fast BBQ Potato Chips,2.19
530,Fast,Fast Corn Chips,3.76
531,Fast,Fast Low Fat BBQ Chips,0.6
532,Fast,Fast Sugar Cookies,3.87
533,Fast,Fast Chocolate Chip Cookies,2.42
534,Fast,Fast Fudge Cookies,3.38
535,Fast,Fast Fudge Brownies,2.84
536,Fast,Fast Potato Chips,1.82
537,Fast,Fast Lemon Cookies,2.65
538,Fast,Fast Graham Crackers,0.93
539,Fast,Fast Cheese Crackers,3.74
540,Fast,Fast Buttered Popcorn,0.51
541,Fast,Fast No Salt Popcorn,1.88
542,Fast,Fast Low Fat Popcorn,1.51
543,Fast,Fast Salsa Dip,1.64
544,Fast,Fast Avocado Dip,2.95
545,Fast,Fast Salted Pretzels,1.45
546,Fast,Fast Cheese Dip,2.78
547,Fast,Fast Fondue Mix,2.31
548,Fast,Fast Mini Donuts,2.9
549,Fast,Fast Beef Jerky,1.68
550,Fast,Fast Chocolate Donuts,2.4
551,Fast,Fast Low Fat Chips,3.21
552,Fast,Fast Sesame Crackers,0.55
553,Fast,Fast Frosted Cookies,1.91
554,Fast,Fast Dried Apples,3.14
555,Fast,Fast Apple Fruit Roll,2.88
556,Fast,Fast Strawberry Fruit Roll,3.25
557,Fast,Fast Raspberry Fruit Roll,1.36
558,Fast,Fast Grape Fruit Roll,0.8
559,Fast,Fast Dried Dates,3.78
560,Fast,Fast Raisins,1.2
561,Fast,Fast Golden Raisins,0.77
562,Fast,Fast Dried Apricots,0.59
563,Fast,Fast Frosted Donuts,1.68
564,Atomic,Atomic Tasty Candy Bar,0.66
565,Atomic,Atomic Mint Chocolate Bar,0.9
566,Atomic,Atomic Malted Milk Balls,1.78
567,Atomic,Atomic Semi-Sweet Chocolate Bar,2.35
568,Atomic,Atomic Bubble Gum,3.33
569,Atomic,Atomic Spicy Mints,3.16
570,Atomic,Atomic Mints,2.16
571,Atomic,Atomic White Chocolate Bar,1.25
572,Shady Lake,Shady Lake Ravioli,2.51
573,Shady Lake,Shady Lake Manicotti,3.39
574,Shady Lake,Shady Lake Spaghetti,2.67
575,Shady Lake,Shady Lake Thai Rice,2.81
576,Shady Lake,Shady Lake Rice Medly,0.7
577,Walrus,Walrus Imported Beer,2.62
578,Walrus,Walrus Light Wine,2.29
579,Walrus,Walrus Chardonnay Wine,0.83
580,Walrus,Walrus Chablis Wine,2.41
581,Walrus,Walrus Merlot Wine,2.84
582,Walrus,Walrus Chardonnay,3.8
583,Walrus,Walrus White Zinfandel Wine,1.61
584,Walrus,Walrus Light Beer,2.59
585,Colony,Colony Pumpernickel Bread,2.18
586,Colony,Colony White Bread,1.42
587,Colony,Colony Rye Bread,3.27
588,Colony,Colony English Muffins,1.54
589,Colony,Colony Cranberry Muffins,2.65
590,Colony,Colony Muffins,1.93
591,Colony,Colony Bagels,1.17
592,Colony,Colony Blueberry Muffins,2.48
593,Colony,Colony Wheat Bread,1.87
594,Landslide,Landslide Sesame Oil,0.58
595,Landslide,Landslide Chunky Peanut Butter,1.42
596,Landslide,Landslide Hot Chocolate,0.64
